"Dept","NumPoints","Slope","Intercept","R-Val","P-Val","StdError"
"45",1791,0.048047401503076563,20.517185920548421,0.035212197838699687,0.13632705381377483,0.032240531588605209
"46",5985,-33.837746346778545,22068.256198407769,-0.047537219374837528,0.00023422081656826363,9.1921455541304269
"47",591,-1.219662106615266,61.121354948978777,-0.07397425682437643,0.072334683920527762,0.67750068500214655
"48",1616,1.0395861779270097,1254.4392378984894,0.015715000209301212,0.527853970660351,1.6464202791037306
"49",4168,14.046750464283276,7347.7657237379653,0.03738821662584102,0.015782574091257381,5.8167142111276098
"50",1455,3.51955460631621,2472.3648221980748,0.034064186192309942,0.19407430123636485,2.7089735549926148
"51",1309,-0.055795148028422795,25.25799425265738,-0.033416792269964725,0.2269682482513489,0.046158454750058475
"52",5831,-8.9318407250874507,2455.441573514137,-0.11269066079772037,6.0909070543081315e-18,1.0315273908649665
"53",0,0.0,0.0,0.0,0.0,0.0
"54",4423,0.2496921825981874,93.876591915694434,0.030784288840560243,0.0406349881834406,0.12192974930979666
"55",5205,-137.34956664239283,18507.825961842671,-0.29303285599468981,1.3815358724131936e-103,6.2128155214141128
"56",5466,-2.5056715656935822,4176.7577541603723,-0.007286574160401519,0.59016435994976446,4.6519375980142481
"57",0,0.0,0.0,0.0,0.0,0.0
"58",4075,31.610474804873714,1795.1466897140717,0.13292983855962531,1.5830728273317493e-17,3.6930055895518796
"59",5671,-19.766057361262977,1851.7184111278286,-0.18472874214064353,1.0356823511731662e-44,1.3966670198212345
"60",5372,-0.41175604742810246,374.60587996885351,-0.02610928082678058,0.055679901683448912,0.21513439792513347
"61",0,0.0,0.0,0.0,0.0,0.0
"62",0,0.0,0.0,0.0,0.0,0.0
"63",0,0.0,0.0,0.0,0.0,0.0
"64",0,0.0,0.0,0.0,0.0,0.0
"65",133,99.236999223619392,39941.187896372394,0.22630832636297143,0.008809659349133395,37.318247678394833
"66",0,0.0,0.0,0.0,0.0,0.0
"67",5985,-60.368539331509872,11098.881811479045,-0.18891250905612816,3.3282273653869689e-49,4.0569462166086838
"68",0,0.0,0.0,0.0,0.0,0.0
"69",0,0.0,0.0,0.0,0.0,0.0
"70",0,0.0,0.0,0.0,0.0,0.0
"71",4939,4.0330936465731577,5356.7558457540117,0.018941949191342154,0.18319390576559721,3.029731549793945
"72",5621,-407.06006098977679,71882.289628080485,-0.21702511917176059,6.6469435446625001e-61,24.425454836382723
"73",0,0.0,0.0,0.0,0.0,0.0
"74",5980,-45.474443466681777,16429.206165744887,-0.081087805475212285,3.3946952475976206e-10,7.2293854732266185
"75",0,0.0,0.0,0.0,0.0,0.0
"76",0,0.0,0.0,0.0,0.0,0.0
"77",102,-3.0003127966900363,328.81663342872929,-0.2241787642249965,0.023506422199088772,1.3042934573174612
"78",209,0.045904991290928468,4.7373888670485673,0.073490764821743867,0.2902823314390211,0.043297817152454225
"79",5985,51.306461239683799,18820.545258669317,0.067599970050024383,1.6532671748722385e-07,9.7897470832926938
"80",5478,30.757171723904701,10321.701341474552,0.052870838748022182,9.0403587586651883e-05,7.8503791128463734
"81",5985,-4.1386688118576656,15761.16788733564,-0.0077512474718963104,0.54881163234418628,6.9026606521580556
"82",5985,-92.104756146014125,21059.725444552383,-0.1575223000367815,1.4770997645807933e-34,7.4649070001067397
"83",5496,7.3666668698267088,2926.2026939890306,0.046758934825797481,0.00052516286278413745,2.1231799484422877
"84",0,0.0,0.0,0.0,0.0,0.0
"85",5630,-19.839949788171957,3483.2646177166343,-0.2035197099189846,1.0428883976427705e-53,1.2722462206585
